ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
124036,2011,2011,2011,US,National,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,13,,,11.7,14.4,"14,285",,,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,0,,,,
129158,2011,2011,2011,AL,Alabama,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,17,,,13.5,21.2,"1,288",32.84057112,-86.63186076,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,1,,,,
119554,2011,2011,2011,AK,Alaska,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,11.5,,,9.6,13.6,"1,275",64.84507996,-147.722059,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,2,,,,
137346,2011,2011,2011,AZ,Arizona,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,10.9,,,9.1,12.9,"2,688",34.86597028,-111.7638113,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,4,,,,
136888,2011,2011,2011,AR,Arkansas,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,15.2,,,13.2,17.4,"1,276",34.74865012,-92.27449074,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,5,,,,
137428,2011,2011,2011,CO,Colorado,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,7.3,,,5.3,10.1,"1,362",38.84384076,-106.1336109,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,8,,,,
121644,2011,2011,2011,CT,Connecticut,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.5,,,10.1,15.5,"1,965",41.56266102,-72.64984095,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,9,,,,
129560,2011,2011,2011,DE,Delaware,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.2,,,10.8,13.8,"2,095",39.00883067,-75.57774117,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
119034,2011,2011,2011,DC,District of Columbia,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,14.5,,,12.4,17,"1,267",38.89037139,-77.03196113,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
117454,2011,2011,2011,FL,Florida,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,11.5,,,10.4,12.7,"5,323",28.93204038,-81.92896054,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
143834,2011,2011,2011,GA,Georgia,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,15,,,12.8,17.4,"1,857",32.83968109,-83.62758035,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,13,,,,
132969,2011,2011,2011,HI,Hawaii,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,13.2,,,11,15.7,"4,123",21.30485044,-157.8577494,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,15,,,,
122616,2011,2011,2011,ID,Idaho,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,9.2,,,7.8,10.9,"1,653",43.68263001,-114.36373,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,16,,,,
134575,2011,2011,2011,IL,Illinois,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,11.6,,,10,13.3,"3,443",40.48501028,-88.99771018,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,17,,,,
111711,2011,2011,2011,IN,Indiana,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,14.7,,,13.1,16.6,"2,746",39.76691045,-86.14996019,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,18,,,,
119585,2011,2011,2011,IA,Iowa,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,13.2,,,10.4,16.7,"1,432",42.46940091,-93.81649056,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,19,,,,
133273,2011,2011,2011,KS,Kansas,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,10.2,,,8.8,11.8,"1,827",38.3477403,-98.20078123,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,20,,,,
144219,2011,2011,2011,KY,Kentucky,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,16.5,,,14.1,19.1,"1,700",37.64597027,-84.77497105,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,21,,,,
139166,2011,2011,2011,LA,Louisiana,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,16.1,,,13.7,18.9,"1,054",31.31266064,-92.44568007,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,22,,,,
121813,2011,2011,2011,ME,Maine,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,11.5,,,10.2,13,"8,597",45.25422889,-68.98503134,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,23,,,,
122356,2011,2011,2011,MD,Maryland,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12,,,10.4,13.7,"2,739",39.29058096,-76.60926011,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,24,,,,
130821,2011,2011,2011,MA,Massachusetts,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,9.9,,,8.3,11.8,"2,618",42.27687047,-72.08269068,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,25,,,,
122568,2011,2011,2011,MI,Michigan,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.1,,,10.6,13.8,"4,038",44.66131954,-84.71439027,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,26,,,,
131550,2011,2011,2011,MS,Mississippi,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,15.8,,,13.7,18.1,"1,732",32.7455101,-89.53803083,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,28,,,,
132410,2011,2011,2011,MT,Montana,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,8.5,,,7.5,9.6,"4,035",47.06652897,-109.4244206,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,30,,,,
121745,2011,2011,2011,NE,Nebraska,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,11.6,,,10.5,12.8,"3,471",41.64104099,-99.36572062,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,31,,,,
127394,2011,2011,2011,NH,New Hampshire,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.1,,,10.5,13.9,"1,314",43.65595011,-71.50036092,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,33,,,,
