ID,YearStart,YearEnd,Description,LocationAbbr,LocationDesc,DataSource,Class,Topic,Question,Response,Data_Value_Unit,DataValueTypeId,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation_Lat,GeoLocation_Long,ClassId,TopicId,QuestionId,ResponseId,StratficationCategory1,StratificationCategoryId1,Stratification1,StratificationId1,StratificationCategory2,StratificationCategoryId2,Stratification2,StratificationId2,StratificationCategory3,StratificationCategoryId3,Stratification3,StratificationId3,LocationDisplayOrder,FootnoteSymbol,FootnoteText,URL,FootnoteHeading
132378,2015,2015,2015,US,National,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,13.9,,,12.5,15.5,"14,358",,,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,0,,,,
135193,2015,2015,2015,AL,Alabama,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,16.1,,,13.5,19.1,"1,480",32.84057112,-86.63186076,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,1,,,,
119046,2015,2015,2015,AK,Alaska,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,14,,,11.9,16.5,"1,344",64.84507996,-147.722059,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,2,,,,
141398,2015,2015,2015,AZ,Arizona,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,10.9,,,8.8,13.4,"2,386",34.86597028,-111.7638113,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,4,,,,
141593,2015,2015,2015,AR,Arkansas,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,18,,,16.1,20.1,"2,716",34.74865012,-92.27449074,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,5,,,,
119084,2015,2015,2015,CA,California,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,13.9,,,11.4,16.9,"1,793",37.63864012,-120.9999995,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,6,,,,
142493,2015,2015,2015,CT,Connecticut,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.3,,,10.2,14.7,"2,249",41.56266102,-72.64984095,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,9,,,,
118630,2015,2015,2015,DE,Delaware,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,15.8,,,14.1,17.5,"2,421",39.00883067,-75.57774117,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,10,,,,
112701,2015,2015,2015,DC,District of Columbia,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,15.1,,,14.4,15.9,"8,974",38.89037139,-77.03196113,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,11,,,,
123747,2015,2015,2015,FL,Florida,YRBSS,Obesity / Weight Status,Obesity / Weight Status,Percent of students in grades 9-12 who have obesity †,,,VALUE,Value,12.3,,,11.2,13.4,"5,628",28.93204038,-81.92896054,OWS,OWS1,Q038,,Total,OVR,Total,OVERALL,,,,,,,,,12,,,,
